cluster_id	gs_name	p.val	q.val	sscore	edge
progexh	HALLMARK_ADIPOGENESIS	0.026973026973026972	0.11166833166833165	-1.2318775100562833	-0.28254187545944753
progexh	HALLMARK_ALLOGRAFT_REJECTION	0.014985014985014986	0.07928174062359367	1.3943022303997101	0.30180799387178076
progexh	HALLMARK_ANDROGEN_RESPONSE	0.056943056943056944	0.17527453958680725	1.1229594517207342	0.027439198833179572
progexh	HALLMARK_ANGIOGENESIS	0.22772277227722773	0.36190874365747516	0.7439404252834233	-0.01480557250588047
progexh	HALLMARK_APICAL_JUNCTION	0.022977022977022976	0.10201058994624679	1.2603894511661553	0.32147356333545607
progexh	HALLMARK_APICAL_SURFACE	0.5841584158415841	0.6023451660234516	0.4837288965011004	0.3993051773682125
progexh	HALLMARK_APOPTOSIS	0.0899100899100899	0.226622692376117	1.016205317036783	0.06340456570062826
progexh	HALLMARK_BILE_ACID_METABOLISM	0.11788211788211789	0.2671195832661233	-0.9636509914740709	-0.2576109567737023
progexh	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.1088911088911089	0.25908574184436256	0.9806975497858532	0.07231976480495154
progexh	HALLMARK_COAGULATION	0.12871287128712872	0.2750303417438518	0.9721930747466679	0.19299089861404556
progexh	HALLMARK_COMPLEMENT	1.9998000199980003e-4	0.0026076132544225893	1.349100197026	0.13629240483368188
progexh	HALLMARK_DNA_REPAIR	0.029970029970029972	0.119303773149927	1.2863368386454868	0.1749634555348131
progexh	HALLMARK_E2F_TARGETS	9.999000099990002e-5	0.0015053040150530403	2.458132850852788	0.2766090831093073
progexh	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.27722772277227725	0.3961079455659113	-0.7770024192225601	-0.16538183055625413
progexh	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.13861386138613863	0.2823426254064521	-0.970260406879573	-0.1749822979643897
progexh	HALLMARK_ESTROGEN_RESPONSE_LATE	0.18811881188118812	0.32861260809625265	0.8635856585374725	0.47982433732995944
progexh	HALLMARK_FATTY_ACID_METABOLISM	0.09290709290709291	0.22963305351365057	-1.018029378945534	-0.24065971669399666
progexh	HALLMARK_G2M_CHECKPOINT	9.999000099990002e-5	0.0015053040150530403	2.370877694799186	0.2789050062178735
progexh	HALLMARK_GLYCOLYSIS	0.06693306693306693	0.18818532910213723	-1.1094749837432614	-0.18861897840768596
progexh	HALLMARK_HEDGEHOG_SIGNALING	0.3465346534653465	0.44245288060031907	0.7064173572500565	0.9864929383708191
