gs_name	p.val_progexh	p.val_termexh	q.val_progexh	q.val_termexh	sscore_progexh	sscore_termexh	edge_progexh	edge_termexh
HALLMARK_ADIPOGENESIS	0.026973026973026972	0.023976023976023976	0.11166833166833165	0.0872094938029004	-1.2318775100562833	1.3291105126674274	-0.28254187545944753	0.42062001883260264
HALLMARK_ALLOGRAFT_REJECTION	0.014985014985014986	0.005099490050994901	0.07928174062359367	0.03137418600147421	1.3943022303997101	1.0708143697974755	0.30180799387178076	0.279047831527154
HALLMARK_ANDROGEN_RESPONSE	0.056943056943056944	0.012098790120987902	0.17527453958680725	0.05624577991639039	1.1229594517207342	0.981323037985299	0.027439198833179572	0.35721504053354985
HALLMARK_ANGIOGENESIS	0.22772277227722773	0.012987012987012988	0.36190874365747516	0.05921076169010054	0.7439404252834233	-1.4176075680284697	-0.01480557250588047	0.014547611576965259
HALLMARK_APICAL_JUNCTION	0.022977022977022976	0.08491508491508491	0.10201058994624679	0.19330738037753167	1.2603894511661553	1.0429848446941383	0.32147356333545607	-0.04600831812729071
HALLMARK_APICAL_SURFACE	0.5841584158415841	0.24752475247524752	0.6023451660234516	0.34953367350386916	0.4837288965011004	-0.7842115325091052	0.3993051773682125	-0.2753309939531627
HALLMARK_APOPTOSIS	0.0899100899100899	3.9996000399960006e-4	0.226622692376117	0.004661505680417874	1.016205317036783	1.401856811687417	0.06340456570062826	0.6223385660049309
HALLMARK_BILE_ACID_METABOLISM	0.11788211788211789	0.013986013986013986	0.2671195832661233	0.06156077964588602	-0.9636509914740709	-1.3970418909203342	-0.2576109567737023	-0.07033996005616351
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.1088911088911089	0.013986013986013986	0.25908574184436256	0.06156077964588602	0.9806975497858532	-1.3861123939506261	0.07231976480495154	-0.19548101429859918
HALLMARK_COAGULATION	0.12871287128712872	0.2376237623762376	0.2750303417438518	0.34226921386655634	0.9721930747466679	-0.7893529654356091	0.19299089861404556	0.04118021977217625
HALLMARK_COMPLEMENT	1.9998000199980003e-4	0.297029702970297	0.0026076132544225893	0.3816647192669578	1.349100197026	-0.7597690547592422	0.13629240483368188	-0.7356891833575846
HALLMARK_DNA_REPAIR	0.029970029970029972	6.999300069993001e-4	0.119303773149927	0.00715051951594964	1.2863368386454868	1.2384352059327828	0.1749634555348131	0.3775003059026717
HALLMARK_E2F_TARGETS	9.999000099990002e-5	9.999000099990002e-5	0.0015053040150530403	0.0015181968041727938	2.458132850852788	-3.685509132343734	0.2766090831093073	-0.426181786010523
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.27722772277227725	0.5643564356435643	0.3961079455659113	0.5769054360655336	-0.7770024192225601	-0.43776218107634474	-0.16538183055625413	0.23745209022208433
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.13861386138613863	0.030969030969030968	0.2823426254064521	0.10109220168391765	-0.970260406879573	-1.2010659262574035	-0.1749822979643897	-0.2758596624496642
HALLMARK_ESTROGEN_RESPONSE_LATE	0.18811881188118812	0.06993006993006994	0.32861260809625265	0.17019744960921432	0.8635856585374725	-1.0938292278617614	0.47982433732995944	-0.5658367283368887
HALLMARK_FATTY_ACID_METABOLISM	0.09290709290709291	0.5544554455445545	0.22963305351365057	0.5692455101589563	-1.018029378945534	0.5864902650760411	-0.24065971669399666	0.1760285029987429
HALLMARK_G2M_CHECKPOINT	9.999000099990002e-5	9.999000099990002e-5	0.0015053040150530403	0.0015181968041727938	2.370877694799186	-3.844650140067318	0.2789050062178735	-0.359250508422501
HALLMARK_GLYCOLYSIS	0.06693306693306693	0.0015998400159984002	0.18818532910213723	0.013107600131076003	-1.1094749837432614	-1.1762061335289429	-0.18861897840768596	-0.23487580674973207
HALLMARK_HEDGEHOG_SIGNALING	0.3465346534653465	0.26732673267326734	0.44245288060031907	0.3635379971850924	0.7064173572500565	0.6999180121707511	0.9864929383708191	-0.00996456275640963
HALLMARK_HEME_METABOLISM	2.9997000299970003e-4	0.058941058941058944	0.0035482166069107377	0.15289569364804473	1.309846494152434	-1.1158704109202764	0.10857347560601305	-0.15297327625755713
HALLMARK_HYPOXIA	0.18811881188118812	0.44554455445544555	0.32861260809625265	0.4883286341879221	-0.8553969310657318	0.6087788711325476	-0.2078424257945756	0.4649637899583216
HALLMARK_IL2_STAT5_SIGNALING	0.023976023976023976	5.999400059994001e-4	0.10421074988004123	0.006324208343496861	-1.2423466849953861	-1.2805343520044568	-0.057097652359950964	-0.5793246384223506
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.016983016983016984	0.028971028971028972	0.08445608445608446	0.09705881163371041	1.3560271357773666	1.207292688621768	0.2356168444624297	0.4574077746951914
HALLMARK_INFLAMMATORY_RESPONSE	0.16831683168316833	0.3564356435643564	0.31318277895205254	0.42500071332781697	0.9309860072803543	0.6191145268327448	0.5136079994762881	0.40837350108111015
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.13186813186813187	0.3069306930693069	0.280685895081782	0.3907463823305407	-0.9441785778425497	-0.6842220043917754	-0.327477234436319	-0.05167331471030588
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.057942057942057944	0.001999800019998	0.17638244108832343	0.015611646382531557	1.1208933499214468	1.1720745253974565	0.10307579408202784	0.363361363111733
HALLMARK_KRAS_SIGNALING_DN	0.08491508491508491	0.32673267326732675	0.2176770597823229	0.405962893586656	-1.0470596626450381	-0.7536648043530421	0.17479462508385282	0.3886793295736661
HALLMARK_KRAS_SIGNALING_UP	0.12871287128712872	0.5346534653465347	0.2750303417438518	0.5519971834987616	0.9662573205610586	0.5384993617387205	0.4444335451854479	0.7228769019267153
HALLMARK_MITOTIC_SPINDLE	9.999000099990002e-5	9.999000099990002e-5	0.0015053040150530403	0.0015181968041727938	1.6798518807809686	-2.845638010991925	0.05166843882942199	-0.20446935750468964
HALLMARK_MTORC1_SIGNALING	0.023976023976023976	9.999000099990002e-5	0.10421074988004123	0.0015181968041727938	1.2488977471764524	-1.969942668239732	0.2740646281831773	-0.27001934606365885
