cluster_id	gs_name	p.val	q.val	sscore	edge
progexh	DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	9.999000099990002e-5	8.974257853717735e-4	1.419528608488054	0.225229454187325
progexh	DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP	0.12187812187812187	0.17334043908847058	-0.9625672888263264	-0.1585716428570257
progexh	GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_DN	0.009799020097990201	0.02815026648428597	-1.002930237566163	-0.25731057032162613
progexh	GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP	9.999000099990002e-5	8.974257853717735e-4	2.710364200037483	0.3553431912899778
progexh	GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_DN	9.999000099990002e-5	8.974257853717735e-4	2.8497257373439218	0.3048526937445003
progexh	GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_UP	0.0014998500149985001	0.006689145900224792	-1.2218883012898403	-0.2432837307371336
progexh	GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_DN	9.999000099990002e-5	8.974257853717735e-4	1.9083305413003637	0.3518551886575888
progexh	GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_UP	0.06693306693306693	0.11078840975748191	1.0634404060717029	0.10942547780040186
progexh	GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_DN	0.3465346534653465	0.3725763201320132	-0.7234095040795787	0.0642408271271373
progexh	GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_UP	2.9997000299970003e-4	0.0019613423273057307	1.4017095060143823	0.1486272281018071
progexh	GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_DN	9.999000099990002e-5	8.974257853717735e-4	2.232218997368474	0.2379332054902189
progexh	GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	0.1485148514851485	0.19616449761978025	-0.8753157954586198	-0.1257002397257202
progexh	GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_DN	9.999000099990002e-5	8.974257853717735e-4	2.0838467369600817	0.25652055391709133
progexh	GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_UP	0.08091908091908091	0.12737262737262736	-1.047800382381968	0.2789050062178735
progexh	GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_DN	9.999000099990002e-5	8.974257853717735e-4	2.043379185443013	0.18709272239403035
progexh	GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	0.2376237623762376	0.278480402784804	0.8517986732323751	0.05490108896624478
progexh	GSE10239_MEMORY_VS_KLRG1INT_EFF_CD8_TCELL_DN	9.999000099990002e-5	8.974257853717735e-4	1.6443959370265002	0.16355644627656005
progexh	GSE10239_MEMORY_VS_KLRG1INT_EFF_CD8_TCELL_UP	0.37623762376237624	0.39916546720751367	-0.6679447961943131	-0.2543968529314593
progexh	GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN	9.999000099990002e-5	8.974257853717735e-4	2.178383730321625	0.30746732437076446
progexh	GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_UP	0.32673267326732675	0.3552511007308406	-0.7671540162091212	-0.2538454611352007
progexh	GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_DN	9.999000099990002e-5	8.974257853717735e-4	1.9749114882654084	0.07031211753326021
progexh	GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	0.06393606393606394	0.10742745626466557	-1.1235741061121505	-0.23123670683047418
progexh	GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_DN	9.999000099990002e-5	8.974257853717735e-4	1.8776111584325774	0.2253628011096102
progexh	GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_UP	0.1188118811881188	0.1693127892670924	0.9908205155969995	0.22877026561402217
progexh	GSE10239_NAIVE_VS_MEMORY_CD8_TCELL_DN	0.0037996200379962005	0.01362394777891938	1.1094618966560115	0.2034029433398088
progexh	GSE10239_NAIVE_VS_MEMORY_CD8_TCELL_UP	9.999000099990002e-5	8.974257853717735e-4	2.243980151130102	0.22932649509128902
progexh	GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_DN	0.2376237623762376	0.278480402784804	0.845136300470431	0.28844871327677
progexh	GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_UP	0.017982017982017984	0.04396618609816579	-1.320347631154635	0.17134608289173128
progexh	GSE10325_CD4_TCELL_VS_MYELOID_DN	0.0010998900109989002	0.00540592199283473	1.2278710180783112	0.4708757982405671
progexh	GSE10325_CD4_TCELL_VS_MYELOID_UP	0.024975024975024976	0.05535109062716425	-1.2574221548334532	-0.25786754554166774
progexh	GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN	9.999000099990002e-5	8.974257853717735e-4	2.1095464520418976	0.3153264171464745
progexh	GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_UP	0.02197802197802198	0.05033001863429756	-1.269337578101596	-0.2733324920170882
