chr1	3126484	3126684	4
chr1	3219713	3219924	0
chr1	3331408	3331545	1
chr1	3336268	3336431	0
chr1	3357078	3357359	5
chr1	3391798	3392003	5
chr1	3511058	3511297	1
chr1	3568832	3568964	2
chr1	3675230	3675388	0
chr1	3677120	3677399	1
chr1	3759731	3759885	3
chr1	3989061	3989195	0
chr1	4183383	4183535	2
chr1	4226410	4226625	8
chr1	4256929	4257714	0
chr1	4332454	4332642	13
chr1	4393471	4393604	0
chr1	4492648	4492780	4
chr1	4496199	4497118	19
chr1	4557192	4557403	2
chr1	4559823	4560768	11
chr1	4567376	4567559	2
chr1	4646435	4646590	2
chr1	4647639	4647826	2
chr1	4747909	4748811	26
chr1	4768448	4768780	6
chr1	4769667	4770487	30
chr1	4779613	4780499	28
chr1	4785266	4786251	220
chr1	4791713	4791856	1
chr1	4793752	4793912	2
chr1	4807359	4808515	200
chr1	4815969	4816182	1
chr1	4835100	4835898	1
chr1	4841902	4842093	1
chr1	4848096	4848378	4
chr1	4857264	4858668	480
chr1	4864190	4864404	2
chr1	4938009	4938202	1
chr1	4963003	4963307	2
chr1	5019411	5020223	9
chr1	5040805	5040926	2
chr1	5082708	5083711	334
chr1	5109852	5110270	15
chr1	5110365	5114344	78
chr1	5128044	5128249	3
chr1	5233711	5233846	0
chr1	5277021	5277298	1
chr1	5350861	5351166	3
chr1	5588576	5588705	1
chr1	5610376	5610570	4
chr1	5611454	5611629	4
chr1	5674355	5674492	4
chr1	5724520	5724687	3
chr1	5742405	5742544	0
chr1	5777262	5777376	1
chr1	6172458	6172663	3
chr1	6180990	6181104	0
chr1	6187606	6187767	1
chr1	6189385	6189559	2
chr1	6214089	6215546	602
chr1	6224059	6224374	7
chr1	6226812	6227037	4
chr1	6240945	6241201	10
chr1	6272063	6272525	20
chr1	6351496	6351643	5
chr1	6382639	6383356	29
chr1	6406210	6407170	196
chr1	6415306	6415539	2
chr1	6417274	6417442	5
chr1	6417706	6418503	53
chr1	6441096	6441815	17
chr1	6453379	6454660	30
chr1	6466667	6467693	218
chr1	6469414	6469591	3
chr1	6476765	6476933	4
chr1	6477496	6477735	5
chr1	6486257	6486462	2
chr1	6519132	6519673	13
chr1	6625282	6625500	7
chr1	6785163	6785295	1
chr1	6807709	6807924	7
chr1	6837385	6837514	0
chr1	6877389	6877544	5
chr1	6882408	6882564	3
chr1	6927707	6927864	5
chr1	7025870	7025993	1
chr1	7036044	7036226	4
chr1	7046963	7047829	11
chr1	7053749	7054022	2
chr1	7088139	7089618	855
chr1	7095748	7096596	45
chr1	7098477	7098687	0
chr1	7099607	7099830	1
chr1	7105185	7105321	0
chr1	7146639	7147543	136
chr1	7149648	7149861	2
chr1	7163887	7164054	8
chr1	7174066	7174350	13
chr1	7179957	7180175	3
chr1	7182055	7182257	2
chr1	7204574	7205205	40
chr1	7206140	7206845	31
chr1	7261564	7261863	0
chr1	7292031	7292272	0
chr1	7313685	7313859	3
chr1	7362567	7362757	5
chr1	7388600	7389045	12
chr1	7396818	7397222	59
chr1	7397381	7398640	693
chr1	7459120	7459324	6
chr1	7492098	7492247	0
chr1	7501543	7501718	0
