chr1	3126484	3126684	2
chr1	3219713	3219924	2
chr1	3331408	3331545	1
chr1	3336268	3336431	4
chr1	3357078	3357359	2
chr1	3391798	3392003	4
chr1	3511058	3511297	5
chr1	3568832	3568964	0
chr1	3675230	3675388	4
chr1	3677120	3677399	1
chr1	3759731	3759885	4
chr1	3989061	3989195	1
chr1	4183383	4183535	7
chr1	4226410	4226625	4
chr1	4256929	4257714	2
chr1	4332454	4332642	8
chr1	4393471	4393604	0
chr1	4492648	4492780	4
chr1	4496199	4497118	7
chr1	4557192	4557403	4
chr1	4559823	4560768	14
chr1	4567376	4567559	3
chr1	4646435	4646590	3
chr1	4647639	4647826	3
chr1	4747909	4748811	25
chr1	4768448	4768780	13
chr1	4769667	4770487	25
chr1	4779613	4780499	18
chr1	4785266	4786251	136
chr1	4791713	4791856	3
chr1	4793752	4793912	6
chr1	4807359	4808515	116
chr1	4815969	4816182	2
chr1	4835100	4835898	3
chr1	4841902	4842093	2
chr1	4848096	4848378	4
chr1	4857264	4858668	250
chr1	4864190	4864404	5
chr1	4938009	4938202	4
chr1	4963003	4963307	0
chr1	5019411	5020223	7
chr1	5040805	5040926	0
chr1	5082708	5083711	191
chr1	5109852	5110270	9
chr1	5110365	5114344	87
chr1	5128044	5128249	0
chr1	5233711	5233846	3
chr1	5277021	5277298	1
chr1	5350861	5351166	2
chr1	5588576	5588705	5
chr1	5610376	5610570	1
chr1	5611454	5611629	0
chr1	5674355	5674492	5
chr1	5724520	5724687	3
chr1	5742405	5742544	8
chr1	5777262	5777376	1
chr1	6172458	6172663	7
chr1	6180990	6181104	2
chr1	6187606	6187767	0
chr1	6189385	6189559	1
chr1	6214089	6215546	360
chr1	6224059	6224374	7
chr1	6226812	6227037	8
chr1	6240945	6241201	3
chr1	6272063	6272525	29
chr1	6351496	6351643	4
chr1	6382639	6383356	16
chr1	6406210	6407170	141
chr1	6415306	6415539	9
chr1	6417274	6417442	2
chr1	6417706	6418503	26
chr1	6441096	6441815	8
chr1	6453379	6454660	19
chr1	6466667	6467693	152
chr1	6469414	6469591	1
chr1	6476765	6476933	1
chr1	6477496	6477735	2
chr1	6486257	6486462	2
chr1	6519132	6519673	7
chr1	6625282	6625500	3
chr1	6785163	6785295	4
chr1	6807709	6807924	3
chr1	6837385	6837514	1
chr1	6877389	6877544	0
chr1	6882408	6882564	6
chr1	6927707	6927864	6
chr1	7025870	7025993	0
chr1	7036044	7036226	2
chr1	7046963	7047829	17
chr1	7053749	7054022	2
chr1	7088139	7089618	447
chr1	7095748	7096596	43
chr1	7098477	7098687	3
chr1	7099607	7099830	0
chr1	7105185	7105321	1
chr1	7146639	7147543	76
chr1	7149648	7149861	3
chr1	7163887	7164054	7
chr1	7174066	7174350	12
chr1	7179957	7180175	3
chr1	7182055	7182257	5
chr1	7204574	7205205	19
chr1	7206140	7206845	26
chr1	7261564	7261863	1
chr1	7292031	7292272	1
chr1	7313685	7313859	3
chr1	7362567	7362757	4
chr1	7388600	7389045	7
chr1	7396818	7397222	38
chr1	7397381	7398640	347
chr1	7459120	7459324	5
chr1	7492098	7492247	0
chr1	7501543	7501718	1
chr1	7583282	7583472	0
chr1	7709175	7709477	0
chr1	7722313	7722474	0
chr1	8019489	8019673	5
chr1	8021293	8021515	0
chr1	8084729	8084871	0
chr1	8085059	8085165	1
chr1	8291372	8291590	0
chr1	8410596	8411064	11
chr1	8533380	8533556	2
chr1	8549707	8549873	3
chr1	8582084	8582283	0
chr1	8688351	8689232	2
chr1	8759762	8760187	9
chr1	8848028	8848180	0
chr1	8962184	8962377	2
chr1	8967772	8968018	2
chr1	9024294	9024526	0
chr1	9051465	9051653	0
chr1	9198220	9198494	1
chr1	9236015	9236192	4
chr1	9236550	9236892	5
chr1	9237105	9237236	3
chr1	9237420	9237635	3
chr1	9365203	9365396	0
chr1	9544952	9546203	325
chr1	9573361	9573506	7
chr1	9635601	9635715	0
chr1	9699696	9701304	217
chr1	9706614	9706783	6
chr1	9711810	9712192	2
chr1	9720322	9720501	1
chr1	9729578	9730095	6
chr1	9747472	9748834	372
chr1	9753693	9753897	1
chr1	9756797	9757018	2
chr1	9763483	9763700	7
chr1	9772179	9772312	0
chr1	9772553	9773343	22
chr1	9797585	9798829	27
chr1	9847667	9848846	81
chr1	9858992	9859891	68
chr1	9876760	9876959	6
chr1	9877296	9877818	11
chr1	9878006	9878360	3
chr1	9881971	9883893	91
chr1	9890510	9890633	0
chr1	9935127	9935300	2
chr1	9942823	9944572	148
chr1	9949809	9950100	2
chr1	9967038	9968614	53
chr1	9973299	9973466	0
chr1	10007223	10007473	7
chr1	10037527	10038495	186
chr1	10039459	10040400	107
chr1	10089347	10089945	20
chr1	10096347	10096519	3
chr1	10100738	10101781	5
chr1	10118592	10118779	2
chr1	10150092	10150255	1
chr1	10164961	10165111	2
