chr1	3126484	3126684	1
chr1	3219713	3219924	2
chr1	3331408	3331545	1
chr1	3336268	3336431	0
chr1	3357078	3357359	4
chr1	3391798	3392003	1
chr1	3511058	3511297	2
chr1	3568832	3568964	4
chr1	3675230	3675388	1
chr1	3677120	3677399	0
chr1	3759731	3759885	1
chr1	3989061	3989195	0
chr1	4183383	4183535	1
chr1	4226410	4226625	3
chr1	4256929	4257714	6
chr1	4332454	4332642	12
chr1	4393471	4393604	0
chr1	4492648	4492780	3
chr1	4496199	4497118	33
chr1	4557192	4557403	13
chr1	4559823	4560768	4
chr1	4567376	4567559	4
chr1	4646435	4646590	1
chr1	4647639	4647826	2
chr1	4747909	4748811	77
chr1	4768448	4768780	34
chr1	4769667	4770487	49
chr1	4779613	4780499	47
chr1	4785266	4786251	544
chr1	4791713	4791856	2
chr1	4793752	4793912	1
chr1	4807359	4808515	515
chr1	4815969	4816182	0
chr1	4835100	4835898	11
chr1	4841902	4842093	1
chr1	4848096	4848378	36
chr1	4857264	4858668	1004
chr1	4864190	4864404	4
chr1	4938009	4938202	5
chr1	4963003	4963307	5
chr1	5019411	5020223	9
chr1	5040805	5040926	0
chr1	5082708	5083711	624
chr1	5109852	5110270	11
chr1	5110365	5114344	120
chr1	5128044	5128249	3
chr1	5233711	5233846	3
chr1	5277021	5277298	9
chr1	5350861	5351166	5
chr1	5588576	5588705	0
chr1	5610376	5610570	0
chr1	5611454	5611629	0
chr1	5674355	5674492	3
chr1	5724520	5724687	5
chr1	5742405	5742544	4
chr1	5777262	5777376	1
chr1	6172458	6172663	5
chr1	6180990	6181104	1
chr1	6187606	6187767	0
chr1	6189385	6189559	2
chr1	6214089	6215546	1394
chr1	6224059	6224374	23
chr1	6226812	6227037	9
chr1	6240945	6241201	5
chr1	6272063	6272525	51
chr1	6351496	6351643	0
chr1	6382639	6383356	75
chr1	6406210	6407170	585
chr1	6415306	6415539	15
chr1	6417274	6417442	10
chr1	6417706	6418503	92
chr1	6441096	6441815	39
chr1	6453379	6454660	49
chr1	6466667	6467693	857
chr1	6469414	6469591	1
chr1	6476765	6476933	9
chr1	6477496	6477735	8
chr1	6486257	6486462	3
chr1	6519132	6519673	9
chr1	6625282	6625500	24
chr1	6785163	6785295	3
chr1	6807709	6807924	3
chr1	6837385	6837514	0
chr1	6877389	6877544	1
chr1	6882408	6882564	3
chr1	6927707	6927864	4
chr1	7025870	7025993	4
chr1	7036044	7036226	5
chr1	7046963	7047829	128
chr1	7053749	7054022	4
chr1	7088139	7089618	2146
